user_input,response
onde fica a Bienal do Livro de São Paulo?,"A Bienal Internacional do Livro de São Paulo acontece no São Paulo (SP) – Pavilhão do Anhembi. Endereço: Av. Olavo Fontoura, 1209 – Santana, São Paulo (SP) – CEP 02012-021 (Pavilhão do Anhembi). 📍"
quanto custa o ingresso da Festa Literária POA?,"Os preços dos ingressos da Festa Literária de Porto Alegre variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em festaliterariaportaalegre.com.br. 🎟️"
me conta sobre a Bienal Internacional do Livro de São Paulo,"A Bienal Internacional do Livro de São Paulo é um dos maiores eventos literários da América Latina, reunindo editoras, autores e leitores do mundo inteiro. Acesse www.bienaldolivro.com.br para mais informações. 📚"
quais escritores já estiveram na Feira do Livro POA?,"A Feira do Livro de Porto Alegre já recebeu como convidados nomes como Milton Hatoum, Ailton Krenak e Conceição Evaristo, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.feiradolivro.com.br. ✍️"
me diz autores que já foram na Feira Unesp,"A Feira do Livro da Unesp já recebeu como convidados nomes como Milton Hatoum, Conceição Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.livraria.unesp.br. ✍️"
quem são os homenageados da Feira Unesp?,"A Feira do Livro da Unesp já prestou homenagem a grandes nomes da literatura, como Florestan Fernandes, Paulo Freire e Mário de Andrade. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.livraria.unesp.br. 🏆"
opa,"Olá! 📚 Sou o ChatLitera, seu guia sobre feiras literárias brasileiras. Posso ajudar com datas, locais, programação, ingressos e muito mais. O que você quer saber?"
qual o endereço completo da Feira Unesp?,"O endereço da Feira do Livro da Unesp é: Rua Quirino de Andrade, 215 – Centro, São Paulo (SP) – CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informações de transporte e estacionamento, consulte www.livraria.unesp.br. 🗺️"
qual a cidade da FLIC?,A FLIC – Festa Literária de Belo Horizonte é realizada em Belo Horizonte (MG). Ótima oportunidade para conhecer a cidade também! 📍
quanto custa o ingresso da Bienal Rio?,"Os preços dos ingressos da Bienal do Rio de Janeiro variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldorio.com.br. 🎟️"
me dá o endereço da FLOR,"O endereço da FLOR – Feira Literária do Orgulho e Resistência é: Largo do Arouche, s/n – República, São Paulo (SP) – CEP 01219-010 (Largo do Arouche e adjacências). Para informações de transporte e estacionamento, consulte www.feiraflor.com.br. 🗺️"
quero saber tudo sobre a Feira do Livro POA,"A Feira do Livro de Porto Alegre é a mais antiga feira literária do Brasil, realizada ao ar livre na icônica Praça da Alfândega desde 1955. Ocorre em outubro/novembro em Porto Alegre (RS) – Praça da Alfândega. Mais informações em www.feiradolivro.com.br."
qual o endereço da FLIC?,"A FLIC – Festa Literária de Belo Horizonte acontece em: Praça da Liberdade, s/n – Funcionários, Belo Horizonte (MG) – CEP 30140-010 (Circuito Liberdade). Mais detalhes logísticos em www.flicbh.com.br. 🗺️"
qual o impacto da Festa Literária POA?,"A Festa Literária de Porto Alegre é fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o país. É uma experiência enriquecedora para qualquer amante da literatura! 🌟"
qual a história da Bienal do Livro SP?,"A Bienal Internacional do Livro de São Paulo é um dos maiores eventos literários da América Latina, reunindo editoras, autores e leitores do mundo inteiro. Acesse www.bienaldolivro.com.br para mais informações. 📚"
me diz autores que já foram na Bienal do Livro SP,"A Bienal Internacional do Livro de São Paulo já recebeu como convidados nomes como Milton Hatoum, Djamila Ribeiro e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.bienaldolivro.com.br. ✍️"
quem já participou da Feira do Livro POA?,"A Feira do Livro de Porto Alegre já recebeu como convidados nomes como Milton Hatoum, Djamila Ribeiro e Itamar Vieira Junior, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.feiradolivro.com.br. ✍️"
em que rua fica a Flipoços?,"O endereço da Flipoços – Festa Literária de Poços de Caldas é: Thermas Antonio Carlos – Av. Francisco Salles, 544 – Centro, Poços de Caldas (MG) – CEP 37701-366. Para informações de transporte e estacionamento, consulte www.flipocos.com.br. 🗺️"
vale a pena ir na Bienal do Livro SP?,"Com certeza! A Bienal Internacional do Livro de São Paulo é um dos maiores eventos literários da América Latina, reunindo editoras, autores e leitores do mundo inteiro. Confira a programação em www.bienaldolivro.com.br e planeje sua visita! 🌟"
qual o preço do ingresso para a Flipoços?,"Os preços dos ingressos da Flipoços – Festa Literária de Poços de Caldas variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flipocos.com.br. 🎟️"
você recomenda alguma feira para quem gosta de poesia?,"Para quem aprecia poesia, a Bienal do Livro SP costuma ter a maior variedade de títulos e lançamentos nesse estilo. A FLIP também tem mesas temáticas e debates sobre diferentes correntes literárias. Vale conferir a programação antes de ir! 📚"
onde é realizada a Feira do Livro da Unesp?,A Feira do Livro da Unesp é realizada em São Paulo (SP) – Campus da Unesp. Ótima oportunidade para conhecer a cidade também! 📍
qual o período da Bienal Rio?,"A Bienal do Rio de Janeiro geralmente acontece em setembro. Para as datas exatas desta edição, consulte www.bienaldorio.com.br. 📅"
tem bate-papo com autores na Festival Literário SC?,"A Festival Literário Catarinense costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.festivalliterariosc.com.br próximo ao evento. 🎤"
qual o endereço da Feira do Livro POA?,"A Feira do Livro de Porto Alegre acontece em: Praça da Alfândega, s/n – Centro Histórico, Porto Alegre (RS) – CEP 90010-150. Mais detalhes logísticos em www.feiradolivro.com.br. 🗺️"
como chegar na FLIP?,"O endereço da FLIP – Festa Literária Internacional de Paraty é: Praça da Matriz, s/n – Centro Histórico, Paraty (RJ) – CEP 23970-000 (Casa da Cultura de Paraty e espaços do centro histórico). Para informações de transporte e estacionamento, consulte www.flip.org.br. 🗺️"
o que é a Bienal Bahia?,"A Bienal do Livro Bahia é um dos maiores eventos literários do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Acesse www.bienaldolivrobahia.com.br para mais informações. 📚"
em que rua fica a Festival Literário SC?,"O endereço da Festival Literário Catarinense é: Centro Integrado de Cultura – Av. Irineu Bornhausen, 5600 – Agronômica, Florianópolis (SC) – CEP 88034-100 (CIC Florianópolis). Para informações de transporte e estacionamento, consulte www.festivalliterariosc.com.br. 🗺️"
tem como me informar sobre a FLOR?,"Claro! A FLOR – Feira Literária do Orgulho e Resistência acontece em junho, em São Paulo (SP). Para mais detalhes, acesse www.feiraflor.com.br. 📚"
quando vai ser a FLIC esse ano?,"A FLIC – Festa Literária de Belo Horizonte geralmente acontece em junho. Para as datas exatas desta edição, consulte www.flicbh.com.br. 📅"
quais autores participam da Bienal Internacional do Livro de Pernambuco?,"A Bienal Internacional do Livro de Pernambuco já recebeu como convidados nomes como Itamar Vieira Junior, Conceição Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.bienaldolivrope.com.br. ✍️"
qual a data da FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência geralmente acontece em junho. Para as datas exatas desta edição, consulte www.feiraflor.com.br. 📅"
quem foi homenageado na Flipoços?,"A Flipoços – Festa Literária de Poços de Caldas já prestou homenagem a grandes nomes da literatura, como Rubem Braga, Guimarães Rosa e Lygia Fagundes Telles. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.flipocos.com.br. 🏆"
qual a data da Bienal Rio?,"A Bienal do Rio de Janeiro geralmente acontece em setembro. Para as datas exatas desta edição, consulte www.bienaldorio.com.br. 📅"
quais escritores foram homenageados pela Flipoços?,"A Flipoços – Festa Literária de Poços de Caldas já prestou homenagem a grandes nomes da literatura, como Rubem Braga, Lygia Fagundes Telles e Guimarães Rosa. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.flipocos.com.br. 🏆"
onde acontece a bienal do livro?,"Existem Bienais do Livro em diferentes cidades brasileiras: São Paulo (Pavilhão do Anhembi – Av. Olavo Fontoura, 1209), Rio de Janeiro (Riocentro – Av. Salvador Allende, 6555), Salvador/BA (Centro de Convenções da Bahia – Av. ACM, s/n) e Recife/PE (Centro de Convenções de Pernambuco). Qual delas você quer conhecer? 📍"
quais autores já foram convidados para a FLIC?,"A FLIC – Festa Literária de Belo Horizonte já recebeu como convidados nomes como Ailton Krenak e Djamila Ribeiro, entre outros autores. Os convidados de cada nova edição são anunciados em www.flicbh.com.br. ✍️"
a FLIC – Festa Literária de Belo Horizonte cobra entrada?,"Os preços dos ingressos da FLIC – Festa Literária de Belo Horizonte variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flicbh.com.br. 🎟️"
vale a pena ir na Bienal PE?,"A Bienal Internacional do Livro de Pernambuco é fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o país. É uma experiência enriquecedora para qualquer amante da literatura! 🌟"
em que mês acontece a bienal do livro?,"Temos várias Bienais do Livro no Brasil, cada uma com seu calendário próprio: São Paulo (julho), Rio de Janeiro (setembro), Bahia (outubro) e Pernambuco (outubro). Sobre qual delas você quer saber a data exata? 📅"
quem são os homenageados da FLIC?,"A FLIC – Festa Literária de Belo Horizonte já prestou homenagem a grandes nomes da literatura, como Guimarães Rosa, Conceição Evaristo e Drummond de Andrade. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.flicbh.com.br. 🏆"
quais autores participam da Bienal do Rio de Janeiro?,"A Bienal do Rio de Janeiro já recebeu como convidados nomes como Djamila Ribeiro, Lygia Fagundes Telles e Conceição Evaristo, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.bienaldorio.com.br. ✍️"
quando vai ser a FLIP esse ano?,"A FLIP – Festa Literária Internacional de Paraty geralmente acontece em julho/agosto. Para as datas exatas desta edição, consulte www.flip.org.br. 📅"
quais autores já foram convidados para a FLIP?,"A FLIP – Festa Literária Internacional de Paraty já recebeu como convidados nomes como Lygia Fagundes Telles e Milton Hatoum, entre outros autores. Os convidados de cada nova edição são anunciados em www.flip.org.br. ✍️"
quando é a Bienal Bahia?,"A Bienal do Livro Bahia geralmente acontece em outubro. Para as datas exatas desta edição, consulte www.bienaldolivrobahia.com.br. 📅"
